cycle_id,t_sec,turbidity_ntu,temp_c,true_label
0,0,627.7555857769687,23.85338059625411,PASS
0,1,608.4018992513802,25.114715194599327,PASS
0,2,587.4243481056704,25.613932287962466,PASS
0,3,562.573478554403,27.822372529087602,PASS
0,4,543.7561421262416,28.47955482829577,PASS
0,5,526.8079301415557,30.24145860059604,PASS
0,6,507.72136782281024,30.80067394320153,PASS
0,7,490.39918803362013,32.74104433381459,PASS
0,8,471.99970510381127,33.40251120248292,PASS
0,9,458.05740561668,34.34576013930115,PASS
0,10,441.94690150117077,36.24975519821555,PASS
0,11,425.48349290594643,37.1387519779389,PASS
0,12,412.2220550312725,37.84751078569796,PASS
0,13,396.90259972164824,39.6983900187538,PASS
0,14,381.0874922944969,39.94093676477543,PASS
0,15,369.59181180813124,41.1044187206155,PASS
0,16,354.73260930763416,42.14923813489427,PASS
0,17,345.07428764980136,42.720227734927974,PASS
0,18,331.7048558025721,44.05988420975626,PASS
0,19,319.9476221746009,44.53887384954281,PASS
0,20,308.0558593186496,45.44647501326388,PASS
0,21,300.15622275455644,46.993660376707915,PASS
0,22,287.71475074258336,46.84897264044041,PASS
0,23,277.2938102361994,47.09634947849658,PASS
0,24,267.7505976859525,49.48224885460272,PASS
0,25,259.76006711960156,50.614670030954215,PASS
0,26,250.52089230081853,50.17103041452794,PASS
0,27,241.919696327294,50.27820676829944,PASS
0,28,233.58028694482266,51.63061525156399,PASS
0,29,228.07480348640982,52.324696490846364,PASS
0,30,216.46541605745173,53.030538773582435,PASS
0,31,208.793788152454,53.31184652131568,PASS
0,32,201.0933444772753,54.623504800304985,PASS
0,33,196.2452329113623,55.220151137784214,PASS
0,34,190.2683912590203,55.01583701627066,PASS
0,35,181.89540660284496,56.481496440596146,PASS
0,36,174.52683702922818,57.59645223325409,PASS
0,37,168.49236110649755,57.403430141682676,PASS
0,38,164.86045355459123,57.74504715243115,PASS
0,39,159.36087510561194,58.354917869636225,PASS
0,40,153.62084560273533,59.17631316498421,PASS
0,41,146.55965943505825,58.74351267996733,PASS
0,42,142.84291050437648,59.99450999676433,PASS
0,43,137.78485979057567,60.25325600365253,PASS
0,44,133.22515750163174,61.61728105268715,PASS
0,45,129.65762675725168,61.265511507655795,PASS
0,46,124.29944956851794,62.44797634406194,PASS
0,47,120.75056733735568,61.77386066596841,PASS
0,48,115.75082779570273,62.873967934414495,PASS
0,49,112.14426722622048,63.17997320716158,PASS
0,50,108.85744659290793,63.10744765790639,PASS
0,51,102.05861293062794,63.91883963336664,PASS
0,52,100.227859958401,64.71591468821792,PASS
0,53,96.58946334811674,64.47487169989658,PASS
0,54,93.04460464853818,64.29177766038003,PASS
0,55,90.41411356098314,65.3166369593538,PASS
0,56,90.00506303481065,65.30894339522209,PASS
0,57,83.50770337096847,65.870598480707,PASS
0,58,83.40683660226001,66.30410866284477,PASS
