Timestamp,Current Temperature (°C),Setpoint Temperature (°C),Temperature Error (°C),PID Control Output (%),Fuzzy PID Control Output (%),Overshoot (°C),Response Time (s),Steady-State Error (°C),Ambient Temperature (°C),Humidity (%),PID Kp,PID Ki,PID Kd,Fuzzy Rule Base Parameters
2025-01-31 12:09:12.524887,368.7270059423681,400,31.272994057631877,67.40531715354479,65.02237399090384,6.72702994208898,47.15987634850778,0.7872710405548842,23.944770862233465,50.387994547288876,1.2202679239473957,0.465431204561078,0.24945632738667942,2
2025-01-31 12:14:12.524887,397.5357153204958,400,2.4642846795042033,81.67603789513433,79.14582588585432,7.966813971913723,54.16296987899959,0.9468713187500428,22.5171590863155,51.86772528231129,1.1872830044131277,0.31014419272779925,0.2331648384925613,0
2025-01-31 12:19:12.524887,386.59969709057026,400,13.40030290942974,94.91783343505634,98.9803792402667,2.50467898792499,52.80482789370477,1.7090947864043606,24.617183690064444,58.31245805089942,0.5957541986633577,0.38996410873443377,0.170461565001144,0
2025-01-31 12:24:12.524887,379.9329242098518,400,20.06707579014818,89.28899545638245,86.78445745487751,6.248740996069989,34.61699714081321,0.6800087721197843,23.839348717207724,57.667683563383356,1.4225724049058002,0.27441931918903517,0.3429066680405952,1
2025-01-31 12:29:12.524887,357.8009320221218,400,42.1990679778782,92.262445914458,89.9819431757443,5.717459831437487,34.47748409224422,1.7392993696243426,22.471611650670862,53.50642691457147,1.0684722021568196,0.35201383101697525,0.29064966420345156,2
2025-01-31 12:34:12.524887,357.79972601681015,400,42.200273983189845,86.35133466842869,88.94531729260832,8.32830376788271,38.0452310323474,0.17626886195338298,24.88701417244362,53.76810627774213,0.8637255211356842,0.23623037496844748,0.44628039692960153,2
2025-01-31 12:39:12.524887,352.90418060841,400,47.09581939159,87.6910625807141,87.18846100521951,9.060870604812605,40.832241790231116,1.5535968744172615,23.55509639000596,55.33554433553579,1.2565385834953067,0.22046360791417816,0.1128438321928233,2
2025-01-31 12:44:12.524887,393.3088072887468,400,6.691192711253223,93.96782606261277,96.73493163216459,0.12156771477386807,42.25366744225448,1.6950952661094727,22.218695355614965,50.002410046851345,0.757365458401634,0.3312919144678055,0.3575471710220506,2
2025-01-31 12:49:12.524887,380.05575058716045,400,19.944249412839554,69.98672035436743,65.64038193001129,6.740199190587926,50.39091650500036,0.3636353056746775,23.880498713245203,52.41244336038028,1.1935098370463204,0.2992518696735922,0.40517955140462447,2
2025-01-31 12:54:12.524887,385.4036288898023,400,14.596371110197708,79.57699854572562,79.45271048245945,0.5183579911972902,31.70041296497506,0.8606930647444009,22.75959672103843,52.08231808608215,0.5397112075722472,0.3318145476599924,0.4037946276753228,2
2025-01-31 12:59:12.524887,351.02922471479013,400,48.97077528520987,68.8483776727841,64.18451367461692,5.488586650773559,31.04018112678199,0.33099954932731124,24.411080355631906,52.504829467497636,1.3394080376092719,0.2146642325148092,0.4544295868382101,1
2025-01-31 13:04:12.524887,398.4954926080997,400,1.5045073919002903,99.50672031986588,95.13325235441943,2.876327290436782,41.75731688831727,1.4132082579884355,24.453466220698573,58.05905842533441,0.9481708470213185,0.2467831327267981,0.3916134971317976,2
